Ordrenr;Dato;Kundenr;Kundenavn;Kunderef;Valuta;Kundeordreref;Sum eksl. mva;Linjenr;Firma;Lager;Vare;Varenavn;Antall;Enhet;Netpris;Linjesum;Ordreverdi Totalt;Status;Henv1;Henv2;Henv3;Henv4;Henv5;Varegruppe
880218;12.02.2026;K770021;Storkunde K770021;REF-1094;NOK;PO-880218;970,00;5;F10;Hovedlager;V660094;Vare V660094;5;STK;194,00;970,00;970,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880219;12.02.2026;K770021;Storkunde K770021;REF-1095;NOK;PO-880219;1170,00;1;F10;Hovedlager;V660095;Vare V660095;6;STK;195,00;1170,00;1170,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880219;12.02.2026;K770021;Storkunde K770021;REF-1096;NOK;PO-880219;1372,00;2;F10;Hovedlager;V660096;Vare V660096;7;STK;196,00;1372,00;1372,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880219;12.02.2026;K770021;Storkunde K770021;REF-1097;NOK;PO-880219;1576,00;3;F10;Hovedlager;V660097;Vare V660097;8;STK;197,00;1576,00;1576,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880219;12.02.2026;K770021;Storkunde K770021;REF-1098;NOK;PO-880219;1782,00;4;F10;Hovedlager;V660098;Vare V660098;9;STK;198,00;1782,00;1782,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880219;12.02.2026;K770021;Storkunde K770021;REF-1099;NOK;PO-880219;1990,00;5;F10;Hovedlager;V660099;Vare V660099;10;STK;199,00;1990,00;1990,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880220;12.02.2026;K770022;Storkunde K770022;REF-1100;NOK;PO-880220;200,00;1;F10;Hovedlager;V660000;Vare V660000;1;STK;200,00;200,00;200,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880220;12.02.2026;K770022;Storkunde K770022;REF-1101;NOK;PO-880220;402,00;2;F10;Hovedlager;V660001;Vare V660001;2;STK;201,00;402,00;402,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880220;12.02.2026;K770022;Storkunde K770022;REF-1102;NOK;PO-880220;606,00;3;F10;Hovedlager;V660002;Vare V660002;3;STK;202,00;606,00;606,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880220;12.02.2026;K770022;Storkunde K770022;REF-1103;NOK;PO-880220;812,00;4;F10;Hovedlager;V660003;Vare V660003;4;STK;203,00;812,00;812,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880220;12.02.2026;K770022;Storkunde K770022;REF-1104;NOK;PO-880220;1020,00;5;F10;Hovedlager;V660004;Vare V660004;5;STK;204,00;1020,00;1020,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880221;12.02.2026;K770022;Storkunde K770022;REF-1105;NOK;PO-880221;1230,00;1;F10;Hovedlager;V660005;Vare V660005;6;STK;205,00;1230,00;1230,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880221;12.02.2026;K770022;Storkunde K770022;REF-1106;NOK;PO-880221;1442,00;2;F10;Hovedlager;V660006;Vare V660006;7;STK;206,00;1442,00;1442,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880221;12.02.2026;K770022;Storkunde K770022;REF-1107;NOK;PO-880221;1656,00;3;F10;Hovedlager;V660007;Vare V660007;8;STK;207,00;1656,00;1656,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880221;12.02.2026;K770022;Storkunde K770022;REF-1108;NOK;PO-880221;1872,00;4;F10;Hovedlager;V660008;Vare V660008;9;STK;208,00;1872,00;1872,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880221;12.02.2026;K770022;Storkunde K770022;REF-1109;NOK;PO-880221;2090,00;5;F10;Hovedlager;V660009;Vare V660009;10;STK;209,00;2090,00;2090,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880222;12.02.2026;K770022;Storkunde K770022;REF-1110;NOK;PO-880222;210,00;1;F10;Hovedlager;V660010;Vare V660010;1;STK;210,00;210,00;210,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880222;12.02.2026;K770022;Storkunde K770022;REF-1111;NOK;PO-880222;422,00;2;F10;Hovedlager;V660011;Vare V660011;2;STK;211,00;422,00;422,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880222;12.02.2026;K770022;Storkunde K770022;REF-1112;NOK;PO-880222;636,00;3;F10;Hovedlager;V660012;Vare V660012;3;STK;212,00;636,00;636,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880222;12.02.2026;K770022;Storkunde K770022;REF-1113;NOK;PO-880222;852,00;4;F10;Hovedlager;V660013;Vare V660013;4;STK;213,00;852,00;852,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880222;12.02.2026;K770022;Storkunde K770022;REF-1114;NOK;PO-880222;1070,00;5;F10;Hovedlager;V660014;Vare V660014;5;STK;214,00;1070,00;1070,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880223;12.02.2026;K770022;Storkunde K770022;REF-1115;NOK;PO-880223;1290,00;1;F10;Hovedlager;V660015;Vare V660015;6;STK;215,00;1290,00;1290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880223;12.02.2026;K770022;Storkunde K770022;REF-1116;NOK;PO-880223;1512,00;2;F10;Hovedlager;V660016;Vare V660016;7;STK;216,00;1512,00;1512,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880223;12.02.2026;K770022;Storkunde K770022;REF-1117;NOK;PO-880223;1736,00;3;F10;Hovedlager;V660017;Vare V660017;8;STK;217,00;1736,00;1736,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880223;12.02.2026;K770022;Storkunde K770022;REF-1118;NOK;PO-880223;1962,00;4;F10;Hovedlager;V660018;Vare V660018;9;STK;218,00;1962,00;1962,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880223;12.02.2026;K770022;Storkunde K770022;REF-1119;NOK;PO-880223;2190,00;5;F10;Hovedlager;V660019;Vare V660019;10;STK;219,00;2190,00;2190,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880224;12.02.2026;K770022;Storkunde K770022;REF-1120;NOK;PO-880224;220,00;1;F10;Hovedlager;V660020;Vare V660020;1;STK;220,00;220,00;220,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880224;12.02.2026;K770022;Storkunde K770022;REF-1121;NOK;PO-880224;442,00;2;F10;Hovedlager;V660021;Vare V660021;2;STK;221,00;442,00;442,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880224;12.02.2026;K770022;Storkunde K770022;REF-1122;NOK;PO-880224;666,00;3;F10;Hovedlager;V660022;Vare V660022;3;STK;222,00;666,00;666,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880224;12.02.2026;K770022;Storkunde K770022;REF-1123;NOK;PO-880224;892,00;4;F10;Hovedlager;V660023;Vare V660023;4;STK;223,00;892,00;892,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880224;12.02.2026;K770022;Storkunde K770022;REF-1124;NOK;PO-880224;1120,00;5;F10;Hovedlager;V660024;Vare V660024;5;STK;224,00;1120,00;1120,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880225;12.02.2026;K770022;Storkunde K770022;REF-1125;NOK;PO-880225;1350,00;1;F10;Hovedlager;V660025;Vare V660025;6;STK;225,00;1350,00;1350,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880225;12.02.2026;K770022;Storkunde K770022;REF-1126;NOK;PO-880225;1582,00;2;F10;Hovedlager;V660026;Vare V660026;7;STK;226,00;1582,00;1582,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880225;12.02.2026;K770022;Storkunde K770022;REF-1127;NOK;PO-880225;1816,00;3;F10;Hovedlager;V660027;Vare V660027;8;STK;227,00;1816,00;1816,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880225;12.02.2026;K770022;Storkunde K770022;REF-1128;NOK;PO-880225;2052,00;4;F10;Hovedlager;V660028;Vare V660028;9;STK;228,00;2052,00;2052,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880225;12.02.2026;K770022;Storkunde K770022;REF-1129;NOK;PO-880225;2290,00;5;F10;Hovedlager;V660029;Vare V660029;10;STK;229,00;2290,00;2290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880226;12.02.2026;K770022;Storkunde K770022;REF-1130;NOK;PO-880226;230,00;1;F10;Hovedlager;V660030;Vare V660030;1;STK;230,00;230,00;230,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880226;12.02.2026;K770022;Storkunde K770022;REF-1131;NOK;PO-880226;462,00;2;F10;Hovedlager;V660031;Vare V660031;2;STK;231,00;462,00;462,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880226;12.02.2026;K770022;Storkunde K770022;REF-1132;NOK;PO-880226;696,00;3;F10;Hovedlager;V660032;Vare V660032;3;STK;232,00;696,00;696,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880226;12.02.2026;K770022;Storkunde K770022;REF-1133;NOK;PO-880226;932,00;4;F10;Hovedlager;V660033;Vare V660033;4;STK;233,00;932,00;932,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880226;12.02.2026;K770022;Storkunde K770022;REF-1134;NOK;PO-880226;1170,00;5;F10;Hovedlager;V660034;Vare V660034;5;STK;234,00;1170,00;1170,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880227;12.02.2026;K770022;Storkunde K770022;REF-1135;NOK;PO-880227;1410,00;1;F10;Hovedlager;V660035;Vare V660035;6;STK;235,00;1410,00;1410,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880227;12.02.2026;K770022;Storkunde K770022;REF-1136;NOK;PO-880227;1652,00;2;F10;Hovedlager;V660036;Vare V660036;7;STK;236,00;1652,00;1652,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880227;12.02.2026;K770022;Storkunde K770022;REF-1137;NOK;PO-880227;1896,00;3;F10;Hovedlager;V660037;Vare V660037;8;STK;237,00;1896,00;1896,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880227;12.02.2026;K770022;Storkunde K770022;REF-1138;NOK;PO-880227;2142,00;4;F10;Hovedlager;V660038;Vare V660038;9;STK;238,00;2142,00;2142,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880227;12.02.2026;K770022;Storkunde K770022;REF-1139;NOK;PO-880227;2390,00;5;F10;Hovedlager;V660039;Vare V660039;10;STK;239,00;2390,00;2390,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880228;12.02.2026;K770022;Storkunde K770022;REF-1140;NOK;PO-880228;240,00;1;F10;Hovedlager;V660040;Vare V660040;1;STK;240,00;240,00;240,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880228;12.02.2026;K770022;Storkunde K770022;REF-1141;NOK;PO-880228;482,00;2;F10;Hovedlager;V660041;Vare V660041;2;STK;241,00;482,00;482,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880228;12.02.2026;K770022;Storkunde K770022;REF-1142;NOK;PO-880228;726,00;3;F10;Hovedlager;V660042;Vare V660042;3;STK;242,00;726,00;726,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880228;12.02.2026;K770022;Storkunde K770022;REF-1143;NOK;PO-880228;972,00;4;F10;Hovedlager;V660043;Vare V660043;4;STK;243,00;972,00;972,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880228;12.02.2026;K770022;Storkunde K770022;REF-1144;NOK;PO-880228;1220,00;5;F10;Hovedlager;V660044;Vare V660044;5;STK;244,00;1220,00;1220,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880229;12.02.2026;K770022;Storkunde K770022;REF-1145;NOK;PO-880229;1470,00;1;F10;Hovedlager;V660045;Vare V660045;6;STK;245,00;1470,00;1470,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880229;12.02.2026;K770022;Storkunde K770022;REF-1146;NOK;PO-880229;1722,00;2;F10;Hovedlager;V660046;Vare V660046;7;STK;246,00;1722,00;1722,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880229;12.02.2026;K770022;Storkunde K770022;REF-1147;NOK;PO-880229;1976,00;3;F10;Hovedlager;V660047;Vare V660047;8;STK;247,00;1976,00;1976,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880229;12.02.2026;K770022;Storkunde K770022;REF-1148;NOK;PO-880229;2232,00;4;F10;Hovedlager;V660048;Vare V660048;9;STK;248,00;2232,00;2232,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880229;12.02.2026;K770022;Storkunde K770022;REF-1149;NOK;PO-880229;2490,00;5;F10;Hovedlager;V660049;Vare V660049;10;STK;249,00;2490,00;2490,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880230;12.02.2026;K770023;Storkunde K770023;REF-1150;NOK;PO-880230;250,00;1;F10;Hovedlager;V660050;Vare V660050;1;STK;250,00;250,00;250,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880230;12.02.2026;K770023;Storkunde K770023;REF-1151;NOK;PO-880230;502,00;2;F10;Hovedlager;V660051;Vare V660051;2;STK;251,00;502,00;502,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880230;12.02.2026;K770023;Storkunde K770023;REF-1152;NOK;PO-880230;756,00;3;F10;Hovedlager;V660052;Vare V660052;3;STK;252,00;756,00;756,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880230;12.02.2026;K770023;Storkunde K770023;REF-1153;NOK;PO-880230;1012,00;4;F10;Hovedlager;V660053;Vare V660053;4;STK;253,00;1012,00;1012,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880230;12.02.2026;K770023;Storkunde K770023;REF-1154;NOK;PO-880230;1270,00;5;F10;Hovedlager;V660054;Vare V660054;5;STK;254,00;1270,00;1270,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880231;12.02.2026;K770023;Storkunde K770023;REF-1155;NOK;PO-880231;1530,00;1;F10;Hovedlager;V660055;Vare V660055;6;STK;255,00;1530,00;1530,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880231;12.02.2026;K770023;Storkunde K770023;REF-1156;NOK;PO-880231;1792,00;2;F10;Hovedlager;V660056;Vare V660056;7;STK;256,00;1792,00;1792,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880231;12.02.2026;K770023;Storkunde K770023;REF-1157;NOK;PO-880231;2056,00;3;F10;Hovedlager;V660057;Vare V660057;8;STK;257,00;2056,00;2056,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880231;12.02.2026;K770023;Storkunde K770023;REF-1158;NOK;PO-880231;2322,00;4;F10;Hovedlager;V660058;Vare V660058;9;STK;258,00;2322,00;2322,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880231;12.02.2026;K770023;Storkunde K770023;REF-1159;NOK;PO-880231;2590,00;5;F10;Hovedlager;V660059;Vare V660059;10;STK;259,00;2590,00;2590,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880232;12.02.2026;K770023;Storkunde K770023;REF-1160;NOK;PO-880232;260,00;1;F10;Hovedlager;V660060;Vare V660060;1;STK;260,00;260,00;260,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880232;12.02.2026;K770023;Storkunde K770023;REF-1161;NOK;PO-880232;522,00;2;F10;Hovedlager;V660061;Vare V660061;2;STK;261,00;522,00;522,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880232;12.02.2026;K770023;Storkunde K770023;REF-1162;NOK;PO-880232;786,00;3;F10;Hovedlager;V660062;Vare V660062;3;STK;262,00;786,00;786,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880232;12.02.2026;K770023;Storkunde K770023;REF-1163;NOK;PO-880232;1052,00;4;F10;Hovedlager;V660063;Vare V660063;4;STK;263,00;1052,00;1052,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880232;12.02.2026;K770023;Storkunde K770023;REF-1164;NOK;PO-880232;1320,00;5;F10;Hovedlager;V660064;Vare V660064;5;STK;264,00;1320,00;1320,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880233;12.02.2026;K770023;Storkunde K770023;REF-1165;NOK;PO-880233;1590,00;1;F10;Hovedlager;V660065;Vare V660065;6;STK;265,00;1590,00;1590,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880233;12.02.2026;K770023;Storkunde K770023;REF-1166;NOK;PO-880233;1862,00;2;F10;Hovedlager;V660066;Vare V660066;7;STK;266,00;1862,00;1862,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880233;12.02.2026;K770023;Storkunde K770023;REF-1167;NOK;PO-880233;2136,00;3;F10;Hovedlager;V660067;Vare V660067;8;STK;267,00;2136,00;2136,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880233;12.02.2026;K770023;Storkunde K770023;REF-1168;NOK;PO-880233;2412,00;4;F10;Hovedlager;V660068;Vare V660068;9;STK;268,00;2412,00;2412,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880233;12.02.2026;K770023;Storkunde K770023;REF-1169;NOK;PO-880233;2690,00;5;F10;Hovedlager;V660069;Vare V660069;10;STK;269,00;2690,00;2690,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880234;12.02.2026;K770023;Storkunde K770023;REF-1170;NOK;PO-880234;270,00;1;F10;Hovedlager;V660070;Vare V660070;1;STK;270,00;270,00;270,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880234;12.02.2026;K770023;Storkunde K770023;REF-1171;NOK;PO-880234;542,00;2;F10;Hovedlager;V660071;Vare V660071;2;STK;271,00;542,00;542,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880234;12.02.2026;K770023;Storkunde K770023;REF-1172;NOK;PO-880234;816,00;3;F10;Hovedlager;V660072;Vare V660072;3;STK;272,00;816,00;816,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880234;12.02.2026;K770023;Storkunde K770023;REF-1173;NOK;PO-880234;1092,00;4;F10;Hovedlager;V660073;Vare V660073;4;STK;273,00;1092,00;1092,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880234;12.02.2026;K770023;Storkunde K770023;REF-1174;NOK;PO-880234;1370,00;5;F10;Hovedlager;V660074;Vare V660074;5;STK;274,00;1370,00;1370,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880235;12.02.2026;K770023;Storkunde K770023;REF-1175;NOK;PO-880235;1650,00;1;F10;Hovedlager;V660075;Vare V660075;6;STK;275,00;1650,00;1650,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880235;12.02.2026;K770023;Storkunde K770023;REF-1176;NOK;PO-880235;1932,00;2;F10;Hovedlager;V660076;Vare V660076;7;STK;276,00;1932,00;1932,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880235;12.02.2026;K770023;Storkunde K770023;REF-1177;NOK;PO-880235;2216,00;3;F10;Hovedlager;V660077;Vare V660077;8;STK;277,00;2216,00;2216,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880235;12.02.2026;K770023;Storkunde K770023;REF-1178;NOK;PO-880235;2502,00;4;F10;Hovedlager;V660078;Vare V660078;9;STK;278,00;2502,00;2502,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880235;12.02.2026;K770023;Storkunde K770023;REF-1179;NOK;PO-880235;2790,00;5;F10;Hovedlager;V660079;Vare V660079;10;STK;279,00;2790,00;2790,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880236;12.02.2026;K770023;Storkunde K770023;REF-1180;NOK;PO-880236;280,00;1;F10;Hovedlager;V660080;Vare V660080;1;STK;280,00;280,00;280,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880236;12.02.2026;K770023;Storkunde K770023;REF-1181;NOK;PO-880236;562,00;2;F10;Hovedlager;V660081;Vare V660081;2;STK;281,00;562,00;562,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880236;12.02.2026;K770023;Storkunde K770023;REF-1182;NOK;PO-880236;846,00;3;F10;Hovedlager;V660082;Vare V660082;3;STK;282,00;846,00;846,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880236;12.02.2026;K770023;Storkunde K770023;REF-1183;NOK;PO-880236;1132,00;4;F10;Hovedlager;V660083;Vare V660083;4;STK;283,00;1132,00;1132,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880236;12.02.2026;K770023;Storkunde K770023;REF-1184;NOK;PO-880236;1420,00;5;F10;Hovedlager;V660084;Vare V660084;5;STK;284,00;1420,00;1420,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880237;12.02.2026;K770023;Storkunde K770023;REF-1185;NOK;PO-880237;1710,00;1;F10;Hovedlager;V660085;Vare V660085;6;STK;285,00;1710,00;1710,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880237;12.02.2026;K770023;Storkunde K770023;REF-1186;NOK;PO-880237;2002,00;2;F10;Hovedlager;V660086;Vare V660086;7;STK;286,00;2002,00;2002,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880237;12.02.2026;K770023;Storkunde K770023;REF-1187;NOK;PO-880237;2296,00;3;F10;Hovedlager;V660087;Vare V660087;8;STK;287,00;2296,00;2296,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880237;12.02.2026;K770023;Storkunde K770023;REF-1188;NOK;PO-880237;2592,00;4;F10;Hovedlager;V660088;Vare V660088;9;STK;288,00;2592,00;2592,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880237;12.02.2026;K770023;Storkunde K770023;REF-1189;NOK;PO-880237;2890,00;5;F10;Hovedlager;V660089;Vare V660089;10;STK;289,00;2890,00;2890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880238;12.02.2026;K770023;Storkunde K770023;REF-1190;NOK;PO-880238;290,00;1;F10;Hovedlager;V660090;Vare V660090;1;STK;290,00;290,00;290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880238;12.02.2026;K770023;Storkunde K770023;REF-1191;NOK;PO-880238;582,00;2;F10;Hovedlager;V660091;Vare V660091;2;STK;291,00;582,00;582,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880238;12.02.2026;K770023;Storkunde K770023;REF-1192;NOK;PO-880238;876,00;3;F10;Hovedlager;V660092;Vare V660092;3;STK;292,00;876,00;876,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880238;12.02.2026;K770023;Storkunde K770023;REF-1193;NOK;PO-880238;1172,00;4;F10;Hovedlager;V660093;Vare V660093;4;STK;293,00;1172,00;1172,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880238;12.02.2026;K770023;Storkunde K770023;REF-1194;NOK;PO-880238;1470,00;5;F10;Hovedlager;V660094;Vare V660094;5;STK;294,00;1470,00;1470,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880239;12.02.2026;K770023;Storkunde K770023;REF-1195;NOK;PO-880239;1770,00;1;F10;Hovedlager;V660095;Vare V660095;6;STK;295,00;1770,00;1770,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880239;12.02.2026;K770023;Storkunde K770023;REF-1196;NOK;PO-880239;2072,00;2;F10;Hovedlager;V660096;Vare V660096;7;STK;296,00;2072,00;2072,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880239;12.02.2026;K770023;Storkunde K770023;REF-1197;NOK;PO-880239;2376,00;3;F10;Hovedlager;V660097;Vare V660097;8;STK;297,00;2376,00;2376,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880239;12.02.2026;K770023;Storkunde K770023;REF-1198;NOK;PO-880239;2682,00;4;F10;Hovedlager;V660098;Vare V660098;9;STK;298,00;2682,00;2682,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880239;12.02.2026;K770023;Storkunde K770023;REF-1199;NOK;PO-880239;2990,00;5;F10;Hovedlager;V660099;Vare V660099;10;STK;299,00;2990,00;2990,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880240;12.02.2026;K770024;Storkunde K770024;REF-1200;NOK;PO-880240;300,00;1;F10;Hovedlager;V660000;Vare V660000;1;STK;300,00;300,00;300,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880240;12.02.2026;K770024;Storkunde K770024;REF-1201;NOK;PO-880240;602,00;2;F10;Hovedlager;V660001;Vare V660001;2;STK;301,00;602,00;602,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880240;12.02.2026;K770024;Storkunde K770024;REF-1202;NOK;PO-880240;906,00;3;F10;Hovedlager;V660002;Vare V660002;3;STK;302,00;906,00;906,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880240;12.02.2026;K770024;Storkunde K770024;REF-1203;NOK;PO-880240;1212,00;4;F10;Hovedlager;V660003;Vare V660003;4;STK;303,00;1212,00;1212,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880240;12.02.2026;K770024;Storkunde K770024;REF-1204;NOK;PO-880240;1520,00;5;F10;Hovedlager;V660004;Vare V660004;5;STK;304,00;1520,00;1520,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880241;12.02.2026;K770024;Storkunde K770024;REF-1205;NOK;PO-880241;1830,00;1;F10;Hovedlager;V660005;Vare V660005;6;STK;305,00;1830,00;1830,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880241;12.02.2026;K770024;Storkunde K770024;REF-1206;NOK;PO-880241;2142,00;2;F10;Hovedlager;V660006;Vare V660006;7;STK;306,00;2142,00;2142,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880241;12.02.2026;K770024;Storkunde K770024;REF-1207;NOK;PO-880241;2456,00;3;F10;Hovedlager;V660007;Vare V660007;8;STK;307,00;2456,00;2456,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880241;12.02.2026;K770024;Storkunde K770024;REF-1208;NOK;PO-880241;2772,00;4;F10;Hovedlager;V660008;Vare V660008;9;STK;308,00;2772,00;2772,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880241;12.02.2026;K770024;Storkunde K770024;REF-1209;NOK;PO-880241;3090,00;5;F10;Hovedlager;V660009;Vare V660009;10;STK;309,00;3090,00;3090,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880242;12.02.2026;K770024;Storkunde K770024;REF-1210;NOK;PO-880242;310,00;1;F10;Hovedlager;V660010;Vare V660010;1;STK;310,00;310,00;310,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880242;12.02.2026;K770024;Storkunde K770024;REF-1211;NOK;PO-880242;622,00;2;F10;Hovedlager;V660011;Vare V660011;2;STK;311,00;622,00;622,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880242;12.02.2026;K770024;Storkunde K770024;REF-1212;NOK;PO-880242;936,00;3;F10;Hovedlager;V660012;Vare V660012;3;STK;312,00;936,00;936,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880242;12.02.2026;K770024;Storkunde K770024;REF-1213;NOK;PO-880242;1252,00;4;F10;Hovedlager;V660013;Vare V660013;4;STK;313,00;1252,00;1252,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880242;12.02.2026;K770024;Storkunde K770024;REF-1214;NOK;PO-880242;1570,00;5;F10;Hovedlager;V660014;Vare V660014;5;STK;314,00;1570,00;1570,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880243;12.02.2026;K770024;Storkunde K770024;REF-1215;NOK;PO-880243;1890,00;1;F10;Hovedlager;V660015;Vare V660015;6;STK;315,00;1890,00;1890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
